customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,income_missing,Year,Month,Day,Weekday,education_level_encoded,gender_encoded,income_bin,income_binary,income_quantile,income_cluster,income_standard,income_minmax,income_maxabs,income_robust,income_log,income_reciprocal,income_sqrt,income_power,debt_to_income,avg_monthly_transactions,spending_to_income
14,23,Female,East,Post-Graduate,Salaried,0.7027324166025668,0.7114542505712623,Home,606.0,4,163,83.85789975881829,2020-01-14,1,0,2020,1,14,Tuesday,2.0,0,Medium,1.0,1,2,-0.005323337771029422,0.5941286648796967,0.7032058626057763,-0.6519523824391406,0.5322342646155961,0.5872913384683679,0.8382913673673175,-0.8415600574719813,1.0124113158332189,27.166666666666668,119.3311960251358
15,42,Female,East,High School,Unemployed,0.6635506101353115,0.7481313974089416,Business,566.0,10,448,65.14234569806698,2020-01-15,1,0,2020,1,15,Wednesday,1.0,0,Medium,1.0,1,2,-0.005323337771029422,0.5405107387172661,0.6639976585094488,-0.8250501540198336,0.5089542399001686,0.6011238815984451,0.8145861588164333,-1.0232426456685701,1.1274669723480208,74.66666666666667,98.1723845974358
16,22,Male,West,High School,Self-Employed,0.9814834605128823,0.19154690480312453,Education,582.4050034102436,9,176,20.16820910165923,2020-01-16,0,0,2020,1,16,Thursday,1.0,1,Medium,1.0,1,2,-0.005323337771029422,0.9755825649844388,0.9821447071134626,0.5795167323652415,0.6838457866606437,0.5046723931478906,0.9906984710359062,1.2692006290087292,0.1951606038302776,29.333333333333332,20.548699915045095
17,44,Female,South,Post-Graduate,Salaried,0.6848867472228238,0.7286495340549802,Education,559.5604563167232,10,477,38.537853544712505,2020-01-17,0,0,2020,1,17,Friday,2.0,0,Medium,1.0,1,2,-0.005323337771029422,0.5697079484963964,0.6853481702132296,-0.7307911568734144,0.5216983492148068,0.5935117013937504,0.8275788465293346,-0.9270443368884275,1.0638978444386784,79.5,56.26894329753244
18,50,Male,East,Graduate,Unemployed,0.9838502454214059,0.1789935601753297,Education,582.7528738739821,5,170,57.39863951212772,2020-01-18,0,0,2020,1,18,Saturday,0.0,1,Medium,1.0,1,2,-0.005323337771029422,0.9788213666097193,0.9845130865760852,0.5899727381090968,0.6850395248754323,0.5040703058650386,0.9918922549457707,1.2949486535808252,0.18193171268525993,28.333333333333332,58.34082959194929
19,58,Male,East,Graduate,Unemployed,0.9800733529185371,0.19863590536208772,Car,582.2074152173747,6,279,76.84573640725189,2020-01-19,0,0,2020,1,19,Sunday,0.0,1,Medium,1.0,1,2,-0.005323337771029422,0.9736529182506196,0.9807336494991826,0.5732871451083564,0.6831338909487775,0.5050317951736717,0.9899865417865725,1.2539361879573636,0.20267452917740758,46.5,78.40814789874125
20,22,Male,North,High School,Self-Employed,0.8635947774060707,0.5041865333752569,Car,572.1846317644927,11,65,13.492874297040682,2020-01-20,1,0,2020,1,20,Monday,1.0,1,Medium,1.0,1,2,-0.005323337771029422,0.8142590509323319,0.8641765998552644,0.05870694383685088,0.6225072985344222,0.5365973397885863,0.9292980024761006,0.17305641461528493,0.5838230459077723,10.833333333333334,15.624080471593913
21,41,Male,North,Graduate,Self-Employed,0.9494060333533687,0.3140512439590424,Car,578.8385334309955,3,237,28.93065051760071,2020-01-21,1,0,2020,1,21,Tuesday,0.0,1,Medium,1.0,1,2,-0.005323337771029422,0.9316865510944997,0.9500456686986218,0.43780475785497713,0.6675247278958532,0.5129767646608746,0.9743746883788437,0.9356588631524322,0.33078707415602926,39.5,30.47236851383346
22,53,Male,South,Graduate,Salaried,0.7772831615628297,0.6291509252563268,Home,555.89859594458,11,346,81.1799192236304,2020-01-22,1,0,2020,1,22,Wednesday,0.0,1,High,1.0,3,0,0.9464756660595045,0.6961468385944315,0.7778068340126978,-0.3226013650712561,0.5750858845718381,0.5626565432154681,0.8816366380560813,-0.4300554801656838,0.8094230730424371,57.666666666666664,104.44059930541597
23,32,Female,East,Graduate,Self-Employed,0.7738968388756671,0.633311679016146,Business,562.3829981468218,12,158,10.73324401470532,2020-01-23,1,0,2020,1,23,Thursday,0.0,0,Medium,1.0,2,2,0.32580163738257367,0.6915128613439393,0.7744182298868197,-0.33756149488280174,0.5731787304917018,0.5637306398459004,0.8797140665441624,-0.4507915587752122,0.8183412144908538,26.333333333333332,13.86908884432038
24,42,Female,East,High School,Unemployed,0.9953117450063668,0.09671882056963342,Car,581.8029385254036,0,55,26.111928223510997,2020-01-24,1,0,2020,1,24,Friday,1.0,0,High,1.0,3,0,1.0599523764499452,0.9945057337654487,0.9959823080208053,0.6406074641722708,0.6908003012950968,0.5011748176708142,0.9976531185769765,1.4219229461173126,0.09717439893067346,9.166666666666666,26.234924238077756
25,45,Female,North,Post-Graduate,Unemployed,0.9801855876428743,0.1980813312182474,Business,579.0786381149404,10,153,86.72193407783728,2020-01-25,1,0,2020,1,25,Saturday,2.0,0,High,1.0,2,0,0.7529332638094736,0.9738065046649519,0.9808459598384771,0.5737829767819924,0.6831905714467205,0.5050031705312813,0.990043225138617,1.2551490581165716,0.20208553738745375,25.5,88.47501449841147
26,47,Female,East,Graduate,Self-Employed,0.8040107074856051,0.5946148183895998,Business,557.0150203779999,7,247,59.07214772177369,2020-01-26,0,0,2020,1,26,Sunday,0.0,0,High,1.0,3,0,1.0907470883343575,0.7327218644291383,0.8045523868602908,-0.20452414872546415,0.590012357036124,0.5543204349345467,0.8966664415966537,-0.2589947889800823,0.7395608203392562,41.166666666666664,73.4718420685104
27,48,Male,West,High School,Self-Employed,0.8026960002006814,0.5963884063777795,Business,759.0,9,281,30.933709331000514,2020-01-27,1,0,2020,1,27,Monday,1.0,1,Medium,1.0,2,2,0.32162281426673484,0.7309227672336797,0.8032367938286807,-0.21033227555318904,0.5892833222408348,0.5547247011635223,0.8959330333237421,-0.2677231100193966,0.7429816595930175,46.833333333333336,38.53726606743624
28,36,Male,North,High School,Self-Employed,0.9895089231896165,0.14447176515889082,Home,552.0,3,129,15.359287551667808,2020-01-28,1,0,2020,1,28,Tuesday,1.0,1,High,1.0,3,0,0.8813027966488703,0.9865649239928244,0.9901755767176964,0.6149717006400626,0.6878878360165906,0.5026365995869885,0.9947406311142701,1.3571611181216434,0.1460034990823485,21.5,15.52213142470526
29,35,Male,South,Post-Graduate,Self-Employed,0.5462774388099743,0.8376042978920385,Home,825.0,2,349,12.255307235777773,2020-01-29,1,0,2020,1,29,Wednesday,2.0,1,Low,1.0,1,1,-0.8298987148927479,0.380029515213421,0.5466454777163029,-1.3431407285210732,0.43585038995755715,0.6467144736778976,0.7391058373534701,-1.449474760404574,1.5332946931081368,58.166666666666664,22.434218155659273
30,23,Male,North,Graduate,Salaried,0.8025343399151567,0.5966059279431807,Education,737.0,11,422,29.57960637095418,2020-01-30,0,0,2020,1,30,Thursday,0.0,1,High,1.0,3,0,1.339192797367871,0.730701544936032,0.8030750246291309,-0.21104645995917917,0.5891936412660386,0.5547744516462688,0.8958428098250031,-0.2687940827539209,0.7434023670641351,70.33333333333333,36.8577453945227
31,57,Female,East,Graduate,Self-Employed,0.5288682717253156,0.8487039243235993,Education,563.0,6,229,80.51886556711284,2020-01-31,1,0,2020,1,31,Friday,0.0,0,Low,0.0,0,1,-1.600565939033911,0.35620612575140786,0.5292245816998621,-1.4200511188051144,0.42452777001467024,0.6540785877330739,0.7272332993787589,-1.4998450925184572,1.6047548504940385,38.166666666666664,152.24748745928335
32,27,Male,South,Post-Graduate,Salaried,0.995381506572156,0.09599821026532339,Business,563.0,11,17,43.27309234380076,2020-02-01,1,0,2020,2,1,Saturday,2.0,1,High,1.0,2,2,0.6162787599230225,0.9946011982378841,0.9960521165864678,0.6409156575065975,0.6908352634239294,0.5011572958385733,0.9976880808008863,1.4227075035572536,0.09644363455768545,2.8333333333333335,43.473876155106026
33,41,Male,North,Post-Graduate,Unemployed,0.9983710125318104,0.05705542337243421,Education,563.0,1,353,67.62666953327944,2020-02-02,0,0,2020,2,2,Sunday,2.0,1,High,1.0,3,0,1.1774933067804727,0.9986921558597807,0.9990436366408398,0.6541227264602927,0.6923323549456072,0.5004075788374567,0.9991851742954407,1.456462858953304,0.05714851759141624,58.833333333333336,67.73701227741195
34,29,Female,West,High School,Self-Employed,0.42054328275600417,0.9072724768936857,Business,563.0,7,396,83.46280283039663,2020-02-03,1,0,2020,2,3,Monday,1.0,0,Low,0.0,0,1,-1.4719867662388704,0.20796994718326056,0.4208266118464139,-1.8986103249193405,0.3510393919330862,0.7039560231208825,0.6484930861281438,-1.7532154912473172,2.1573819249898185,66.0,198.46423959842696
35,59,Female,West,High School,Salaried,0.8588675672555321,0.5121977176018692,Home,563.0,5,482,42.64323692822533,2020-02-04,0,0,2020,2,4,Tuesday,1.0,0,High,1.0,3,0,1.0399583150803164,0.807790150499737,0.8594462048811725,0.03782302814665178,0.619967467501082,0.5379619385561819,0.9267510816047274,0.1360578294348206,0.5963640229640654,80.33333333333333,49.650538166774226
36,38,Female,North,Post-Graduate,Self-Employed,0.8883527485814916,0.4591616208784324,Home,563.0,6,284,25.302189682991767,2020-02-05,0,0,2020,2,5,Wednesday,2.0,0,Medium,1.0,2,2,0.013326295496538526,0.8481388331604608,0.8889512510104666,0.16808295341175064,0.6357048874438184,0.5295620750684363,0.9425246673596885,0.3749920714707012,0.5168685768256076,47.333333333333336,28.482142621153507
37,24,Female,West,Graduate,Unemployed,0.7156078900417907,0.6985022173980097,Home,563.0,4,362,51.36943446855356,2020-02-06,1,0,2020,2,6,Thursday,0.0,0,Low,0.0,0,1,-1.600565939033911,0.6117479695114927,0.7160900105294771,-0.595070988717832,0.539767472648492,0.5828837730372298,0.8459361028126123,-0.77691707962528,0.976096305138863,60.333333333333336,71.78433215088452
38,45,Male,West,High School,Unemployed,0.9059288965261426,0.4234298459472661,Car,563.0,8,75,82.64669496478835,2020-02-07,1,0,2020,2,7,Friday,1.0,1,Medium,1.0,1,2,-0.03575181571944685,0.87219072580364,0.9065392403855107,0.2457310333882119,0.6449694994606827,0.5246785448411315,0.9518029714841947,0.5269674094820046,0.46739854261293795,12.5,91.22867730757211
39,34,Male,West,High School,Unemployed,0.995086447039983,0.09900991322763193,Business,563.0,4,88,74.34995313101605,2020-02-08,0,0,2020,2,8,Saturday,1.0,1,High,1.0,3,0,1.2783776438352252,0.9941974271605399,0.9957568582663167,0.6396121405912794,0.6906873812526448,0.5012314135478457,0.9975401982075625,1.4193901600660923,0.09949880587978069,14.666666666666666,74.71707945795049
40,29,Female,South,Graduate,Self-Employed,0.9016442445480514,0.4324785038280789,Home,563.0,10,95,15.266387469052304,2020-02-09,1,0,2020,2,9,Sunday,0.0,0,High,1.0,2,2,0.6155520080767897,0.8663274393932751,0.902251701744863,0.2268022555630695,0.6427189038041397,0.5258607138885024,0.9495494955756921,0.48924103817047826,0.4796553701120318,15.833333333333334,16.93171953501968
41,46,Male,West,High School,Self-Employed,0.9140081380649036,0.4056958510400718,Business,563.0,4,133,65.40582400620654,2020-02-10,1,0,2020,2,10,Monday,1.0,1,High,1.0,3,0,1.2695951272934423,0.8832466779235545,0.9146239250837519,0.2814235864508286,0.6491995448842645,0.5224638182630811,0.9560377283689716,0.5993177113828848,0.4438645939181598,22.166666666666668,71.55934535187048
42,22,Male,West,Graduate,Salaried,0.9816874791843863,0.19049853861015598,Education,385.0,2,211,55.7518017967163,2020-02-11,0,0,2020,2,11,Tuesday,0.0,1,Low,0.0,0,1,-1.600565939033911,0.9758617521646827,0.982348863236751,0.580418048067153,0.6839487439515547,0.5046204361202178,0.9908014327726753,1.271413826025987,0.19405212213608708,35.166666666666664,56.791802868909436
43,40,Male,West,Graduate,Unemployed,0.9924556699356938,0.12260400977330695,Education,674.0,10,475,82.59705410771404,2020-02-12,0,0,2020,2,12,Wednesday,0.0,1,Medium,1.0,1,2,-0.4381095897880327,0.990597368223863,0.9931243087506858,0.6279898675177157,0.6893678829708396,0.5018932240697104,0.9962206933886155,1.38992519255311,0.12353600617874558,79.16666666666667,83.22493045262759
44,48,Female,South,Graduate,Self-Employed,0.7425472037607644,0.6697937370467641,Home,745.0,0,159,19.79851334802378,2020-02-13,1,0,2020,2,13,Thursday,0.0,0,Low,0.0,0,1,-1.1942110298110447,0.6486127867336801,0.7430474738458056,-0.4760582225105215,0.5553479529618153,0.5738725458006535,0.8617117869454755,-0.6332293706799217,0.9020217619223031,26.5,26.662969367806696
45,27,Male,North,Post-Graduate,Unemployed,0.9956977124801546,0.09266102396254419,Business,677.0,1,55,52.72288905637253,2020-02-14,0,0,2020,2,14,Friday,2.0,1,Medium,1.0,2,2,0.3776442008136524,0.9950339068482276,0.9963685355292144,0.6423125950898853,0.6909937197668407,0.5010778905775511,0.9978465375397936,1.4262654330395013,0.09306140086606961,9.166666666666666,52.95069818433811
46,28,Female,East,Post-Graduate,Unemployed,0.6642836205840938,0.7474806160855864,Home,689.0,7,122,80.35701548095139,2020-02-15,1,0,2020,2,15,Saturday,2.0,0,Low,1.0,1,1,-0.6279651240181363,0.5415138190666101,0.6647311628031984,-0.8218118532198021,0.5093947729374639,0.6008591249903918,0.8150359627550762,-1.020042774374165,1.1252431836695578,20.333333333333332,120.96793145418032
47,55,Male,West,Post-Graduate,Salaried,0.7829858224615154,0.622039550048278,Education,350.0,0,100,42.80190293933944,2020-02-16,1,0,2020,2,16,Sunday,2.0,1,Low,0.0,0,1,-1.600565939033911,0.703950584224451,0.7835133369171687,-0.2974080934320889,0.5782893873415467,0.5608569554520866,0.8848648611293791,-0.3946669902878837,0.7944454831796804,16.666666666666668,54.6649782301048
48,34,Male,North,Graduate,Salaried,0.4190260288835845,0.9079742216153791,Home,541.0,6,150,48.55959341862936,2020-02-17,1,0,2020,2,17,Monday,0.0,1,Low,0.0,0,1,-1.160380731368906,0.20589367726525543,0.4193083357672982,-1.9053132640617079,0.34997074112706833,0.7047087083996252,0.6473221986643007,-1.7561133389929906,2.1668683065691754,25.0,115.88681864944573
49,37,Male,West,Graduate,Salaried,0.9984351217623744,0.055922335710811774,Business,593.0,4,298,15.636854213356663,2020-02-18,1,0,2020,2,18,Tuesday,0.0,1,High,1.0,3,0,1.1315402285032885,0.9987798854542184,0.9991077890631768,0.6544059488522377,0.6923644351758788,0.5003915259045902,0.9992172545359564,1.4571896210281612,0.05600998451667166,49.666666666666664,15.661362338451676
50,56,Female,South,Post-Graduate,Salaried,0.6494660873675149,0.7603905584366046,Education,565.0,2,398,32.251491235912866,2020-02-19,0,0,2020,2,19,Wednesday,2.0,0,Low,0.0,0,1,-1.009252684944787,0.5212369233961704,0.6499036466945356,-0.8872728978057942,0.5004516521344526,0.6062567806992395,0.8058945882480629,-1.083317970609975,1.1707933227409928,66.33333333333333,49.658468491616006
51,24,Male,North,High School,Salaried,0.9534059039603797,0.3016905406098961,Car,419.0,11,227,35.96053193351579,2020-02-20,1,0,2020,2,20,Thursday,1.0,1,Medium,1.0,2,2,0.5244592545503204,0.9371601314677075,0.9540482341048302,0.45547542572638683,0.6695744664288323,0.5119263733014102,0.9764250631566048,0.97571539069923,0.31643452107512154,37.833333333333336,37.7179664864024
52,22,Female,South,Graduate,Salaried,0.540274549861588,0.8414888060882678,Education,547.0,11,86,85.60979589959095,2020-02-21,0,0,2020,2,21,Friday,0.0,0,Low,0.0,0,1,-1.2852562649475678,0.37181492570324026,0.5406385444920113,-1.3696603506033378,0.43196067966660334,0.649234904316157,0.7350337066159538,-1.467179483282647,1.5575207203519903,14.333333333333334,158.4560959266417
53,26,Female,West,High School,Salaried,0.856881451200256,0.5155135096085682,Car,369.0,10,420,32.613388843292725,2020-02-22,1,0,2020,2,22,Saturday,1.0,0,High,1.0,2,0,0.6921013390803763,0.8050722711163348,0.8574587507366236,0.02904874502225729,0.6188984414530048,0.5385373413868814,0.9256789136629698,0.1206586166700594,0.601615904844801,70.0,38.060561116838635
54,24,Female,West,High School,Salaried,0.890478915751047,0.4550245054970556,Home,356.0,6,386,46.86949882157216,2020-02-23,1,0,2020,2,23,Sunday,1.0,0,High,1.0,2,2,0.6404516444084901,0.851048364001043,0.8910788506247546,0.17747595573198915,0.6368301915498411,0.5289664918599324,0.9436519039089822,0.392988293515189,0.5109885225224892,64.33333333333333,52.6340354527558
55,49,Male,South,Graduate,Salaried,0.7541163940777585,0.6567407891879098,Home,681.0,8,393,63.70435388514238,2020-02-24,0,0,2020,2,24,Monday,0.0,1,Low,0.0,0,1,-1.1702170380877266,0.6644445221258218,0.7546244585761305,-0.4249477392677898,0.5619652509716669,0.5700875970238898,0.8683987529227334,-0.5678691973752149,0.8708745683629733,65.5,84.47549262345527
56,38,Male,East,Graduate,Salaried,0.8369114942113993,0.5473382417270357,Business,338.0,1,343,22.97466979263019,2020-02-25,1,0,2020,2,25,Tuesday,0.0,1,High,1.0,3,0,1.1769091101040778,0.7777445959569399,0.837475339556531,-0.059174728191573114,0.608085625546678,0.5443920423772556,0.914828669320873,-0.029485313860315634,0.6539977590375656,57.166666666666664,27.451731696287247
57,46,Male,South,High School,Salaried,0.6832525479708326,0.7301821387101749,Car,742.0,7,161,48.91539097134996,2020-02-26,0,0,2020,2,26,Wednesday,1.0,1,Low,1.0,1,1,-0.595163458958358,0.5674716459180251,0.6837128699659148,-0.7380107384686357,0.5207279621630834,0.5940879169946921,0.8265909193614653,-0.9346400145102581,1.068685570041,26.833333333333332,71.59196276197144
58,54,Male,West,High School,Salaried,0.3671018887922347,0.9301807368706223,Home,317.0,8,332,69.08312315807261,2020-02-27,0,0,2020,2,27,Thursday,1.0,1,Low,0.0,0,1,-1.3627755301459346,0.13483864023442405,0.3673492132615677,-2.1347042429735072,0.3126930895598838,0.7314743752445908,0.6058893370841203,-1.8460524838291088,2.5338489538447138,55.333333333333336,188.1851476857177
59,30,Female,South,Post-Graduate,Salaried,0.8993504162659236,0.4372285772479994,Car,651.0,10,248,79.34841704216528,2020-02-28,1,0,2020,2,28,Friday,2.0,0,Low,1.0,1,1,-0.5466807252164018,0.8631884744871213,0.8999563280610908,0.2166685583238442,0.6415119415401624,0.526495791106296,0.9483408755642264,0.4692250794912152,0.48616042127757003,41.333333333333336,88.22858766399149
60,56,Female,East,Post-Graduate,Salaried,0.8493181920264274,0.5278812448770657,Home,597.0,2,124,60.100741972994136,2020-02-29,1,0,2020,2,29,Saturday,2.0,0,Medium,1.0,1,2,-0.39461908218981445,0.7947224095736168,0.8498903960317756,-0.004364296052586071,0.6148170263103098,0.5407398274194394,0.921584609260825,0.06279751099174981,0.6215353089488987,20.666666666666668,70.76351659158153
61,34,Female,South,Graduate,Salaried,0.9342858097631904,0.3565249299490001,Education,582.0,1,328,63.52428122535584,2020-03-01,1,0,2020,3,1,Sunday,0.0,0,High,1.0,3,0,1.1274927797596532,0.910995442002959,0.9349152582873189,0.3710064847470495,0.6597381677894003,0.5169866805373645,0.9665846107626536,0.7880555477825739,0.3816015679820365,54.666666666666664,67.99234298705348
62,51,Male,East,Post-Graduate,Salaried,0.4617289561574473,0.8870210657282916,Home,409.0,6,378,20.10267780676552,2020-03-02,1,0,2020,3,2,Monday,2.0,1,Low,0.0,0,1,-1.3506443647126634,0.2643300437304694,0.46204003292535234,-1.7166598502060846,0.379619951635106,0.6841213590163613,0.6795064062666718,-1.6681291315141191,1.9210860698669758,63.0,43.53783218202717
63,35,Female,East,Post-Graduate,Self-Employed,0.7591489922508042,0.6509168975872329,Business,479.0,4,103,85.66211977970778,2020-03-03,0,0,2020,3,3,Tuesday,2.0,0,Medium,1.0,2,2,0.33518791699661166,0.6713313275484626,0.7596604473192345,-0.4027146773556676,0.5648301649828964,0.568456682410121,0.8712915655799752,-0.5387281247208495,0.8574297064629257,17.166666666666668,112.83966738298338
64,28,Male,South,Post-Graduate,Self-Employed,0.7845733867712382,0.620035967319888,Education,843.0,4,492,20.60592619875859,2020-03-04,1,0,2020,3,4,Wednesday,2.0,1,Medium,1.0,1,2,-0.008599248664424526,0.7061230697122746,0.7851019708032475,-0.29039453614539973,0.5791793876590785,0.5603580146453168,0.8857614728420051,-0.3847097186386697,0.7902842204112065,82.0,26.263860776056067
65,34,Female,South,Post-Graduate,Self-Employed,0.8791218050291504,0.47659715895322813,Business,324.0,9,57,71.97383497454386,2020-03-05,1,0,2020,3,5,Thursday,2.0,0,High,1.0,3,0,1.6015613946555602,0.8355068466742678,0.8797140883721298,0.1273023998190321,0.6308045427204994,0.5321634804745865,0.9376149556343213,0.29807394963871525,0.5421286973281534,9.5,81.87015105620924
66,43,Male,North,High School,Self-Employed,0.982228815733501,0.18768738248151937,Education,356.0,4,200,31.185305742265506,2020-03-06,1,0,2020,3,6,Friday,1.0,1,High,1.0,3,0,0.9421738541696878,0.976602538405453,0.9828905644959879,0.5828095700202116,0.6842218761330663,0.5044826268605935,0.9910745762723918,1.2772920079756842,0.19108315646528828,33.333333333333336,31.74953253532599
67,41,Male,West,Graduate,Unemployed,0.9728622574348387,0.2313850212498416,Car,479.0,3,471,84.68745149610012,2020-03-07,1,0,2020,3,7,Saturday,0.0,1,Low,0.0,0,1,-1.1197133751733614,0.9637849713626091,0.9735176957447471,0.5414298962618296,0.679485410834929,0.5068777590688076,0.9863378008749532,1.1767560220059667,0.23783944693253714,78.5,87.04978618391145
68,36,Female,East,Post-Graduate,Self-Employed,0.7068246212839637,0.7073888285425359,Business,531.0,12,21,67.59676314955837,2020-03-08,1,0,2020,3,8,Sunday,2.0,0,Low,0.0,0,1,-1.600565939033911,0.5997285988345556,0.7073008242938303,-0.6338738001819936,0.5346346976342503,0.5858832756043484,0.8407286252316878,-0.8212891062915246,1.000798228077493,3.5,95.63442063855564
69,38,Female,North,High School,Unemployed,0.5870666134139161,0.809538628735353,Home,642.0,4,165,70.30509703826951,2020-03-09,0,0,2020,3,9,Monday,1.0,0,Low,1.0,1,1,-0.7864808824791529,0.4358470271999694,0.5874621328679386,-1.1629419101113434,0.46188741508927855,0.6300932749438376,0.7662027234445961,-1.3192839646350245,1.3789553182520724,27.5,119.75659223649349
70,44,Female,South,High School,Unemployed,0.7413797404137704,0.6710857475047509,Car,776.0,12,181,27.524733844790667,2020-03-10,1,0,2020,3,10,Tuesday,1.0,0,Medium,1.0,1,2,-0.15701036126339613,0.6470151839383934,0.7418792239535456,-0.4812158536150416,0.5546777532650936,0.5742572839180897,0.8610341110628373,-0.6397004939911338,0.9051849017754547,30.166666666666668,37.12636364925332
